query_id,class,x_hex,y_hex,site_a,site_b,expected_kind,expected_status,expected_region_id
353,random,0x1.4aa271ce80000p+2,0x1.dc16ec9b00000p+2,,,,,
354,random,0x1.125399cc00000p-1,0x1.734cb91800000p-1,,,,,
355,random,0x1.d48b619d00000p+1,0x1.bda148cd00000p+2,,,,,
356,random,0x1.1a51f89640000p+3,0x1.05cc884a00000p+1,,,,,
357,random,0x1.1bdd99ce40000p+3,0x1.009a26e900000p+2,,,,,
358,random,0x1.0ecbcd9a80000p+2,0x1.7bf8c8a700000p+2,,,,,
359,random,0x1.4f00cefbc0000p+3,0x1.640f054d00000p+2,,,,,
360,random,0x1.eec8a6f580000p+2,0x1.2d8512b600000p+1,,,,,
361,random,0x1.2963fea300000p+1,0x1.2dc8cdef00000p+2,,,,,
362,random,0x1.45fecbba40000p+3,0x1.12c6ce6700000p+2,,,,,
363,random,0x1.c53cc45780000p+2,0x1.f5c09e1500000p+2,,,,,
364,random,0x1.17c45bb740000p+3,0x1.94ca970100000p+2,,,,,
365,random,0x1.689cd1cd00000p+1,0x1.1c88ab7700000p+2,,,,,
366,random,0x1.e87da14800000p-2,0x1.207b05ef00000p+2,,,,,
367,random,0x1.ba9e8fbe00000p+0,0x1.996d659200000p+1,,,,,
368,random,0x1.5b42241c00000p-1,0x1.96de64e200000p+1,,,,,
369,random,0x1.405fc6e3c0000p+3,0x1.3815fcc200000p+1,,,,,
370,random,0x1.306fed3500000p+1,0x1.db3b7e9400000p+0,,,,,
371,random,0x1.92ab044e80000p+2,0x1.660304d900000p+2,,,,,
372,random,0x1.7dd3d11200000p+0,0x1.f3b1dd3500000p+2,,,,,
373,random,0x1.08dbfb3400000p-1,0x1.6a994f6f00000p+2,,,,,
374,random,0x1.50ca0fff80000p+2,0x1.54d8831300000p+2,,,,,
375,random,0x1.750b1ce780000p+2,0x1.8682819f00000p+2,,,,,
376,random,0x1.e84026b380000p+2,0x1.65d3052b00000p+2,,,,,
377,random,0x1.4c9d55d7c0000p+3,0x1.c04a849000000p-2,,,,,
378,random,0x1.b783001500000p+1,0x1.821e591800000p-1,,,,,
379,random,0x1.322748d8c0000p+3,0x1.c1207ba200000p+1,,,,,
380,random,0x1.46b04f70c0000p+3,0x1.b9200ba600000p+1,,,,,
381,random,0x1.17cf31a1c0000p+3,0x1.af70e23800000p-1,,,,,
382,random,0x1.0a3c348040000p+3,0x1.7de6246900000p+2,,,,,
383,random,0x1.b56ea5c500000p+1,0x1.eb1d286300000p+2,,,,,
384,random,0x1.5469baf200000p+0,0x1.da4ab85100000p+2,,,,,
385,random,0x1.13a755d540000p+3,0x1.2cbb081500000p+2,,,,,
386,random,0x1.6a22dc6680000p+2,0x1.da3a1e5000000p-2,,,,,
387,random,0x1.94bc2dcc80000p+2,0x1.6d15b4f600000p+1,,,,,
388,random,0x1.beabbce780000p+2,0x1.70c7c31000000p-2,,,,,
389,random,0x1.16bc4340c0000p+3,0x1.974950c100000p+2,,,,,
390,random,0x1.cdc2ee8200000p+0,0x1.61f3650000000p-6,,,,,
391,random,0x1.7704b2d780000p+2,0x1.4d18503800000p-1,,,,,
392,random,0x1.4f6e8e8bc0000p+3,0x1.b9244a9f00000p+2,,,,,
393,random,0x1.5fc34f7940000p+3,0x1.5968fcf400000p+0,,,,,
394,random,0x1.c88002d400000p-1,0x1.fcbadb6600000p+1,,,,,
395,random,0x1.89e076e100000p+1,0x1.aabf64e700000p+2,,,,,
396,random,0x1.28dcf588c0000p+3,0x1.d773df3200000p+1,,,,,
397,random,0x1.25bcd6ef80000p+2,0x1.faf766c000000p-4,,,,,
398,random,0x1.7ddfc5f840000p+3,0x1.50eda59000000p-2,,,,,
399,random,0x1.9f214faf00000p+1,0x1.fad84a9300000p+2,,,,,
400,random,0x1.f396a80680000p+2,0x1.de8a05e700000p+2,,,,,
401,random,0x1.30fdf8ab80000p+2,0x1.b01ef0ab00000p+2,,,,,
402,random,0x1.3009f54bc0000p+3,0x1.818fb9d000000p-2,,,,,
403,random,0x1.0e38a99480000p+2,0x1.be1a3a0e00000p+1,,,,,
404,random,0x1.154be5cac0000p+3,0x1.fce805ca00000p+1,,,,,
405,random,0x1.73c4649140000p+3,0x1.5674503900000p+2,,,,,
406,random,0x1.c0fee4dc80000p+2,0x1.aeb326a400000p+0,,,,,
407,random,0x1.64c0a996c0000p+3,0x1.139a6d4a00000p+1,,,,,
408,random,0x1.27c3ae3140000p+3,0x1.78f434b200000p+1,,,,,
409,random,0x1.d6acb33580000p+2,0x1.dacdc21000000p-2,,,,,
410,random,0x1.ec4209f300000p+1,0x1.6cb6a70600000p+1,,,,,
411,random,0x1.7545083600000p+0,0x1.6057358e00000p+1,,,,,
412,random,0x1.d4efc1ab00000p+1,0x1.58772c0f00000p+2,,,,,
413,random,0x1.9fcc555980000p+2,0x1.5edf460100000p+2,,,,,
414,random,0x1.779b91b340000p+3,0x1.b121e1b300000p+2,,,,,
415,random,0x1.9b73acbb00000p+1,0x1.573c228d00000p+2,,,,,
416,random,0x1.b332281380000p+2,0x1.4cd13c2700000p+2,,,,,
417,random,0x1.f8ef106d80000p+2,0x1.496d781e00000p+1,,,,,
418,random,0x1.6786186140000p+3,0x1.4335baa200000p+1,,,,,
419,random,0x1.56eafa6e00000p+0,0x1.3e92ba3300000p+2,,,,,
420,random,0x1.e9ee113300000p+1,0x1.ddf79c2800000p-1,,,,,
421,random,0x1.7b96dde940000p+3,0x1.66d6b79a00000p+1,,,,,
422,random,0x1.7f8ea5de00000p+0,0x1.1a01ba8600000p+1,,,,,
423,random,0x1.3104d15200000p+0,0x1.12e6714600000p+1,,,,,
424,random,0x1.23405d08c0000p+3,0x1.b49edaf100000p+2,,,,,
425,random,0x1.802d05a600000p+0,0x1.f25c386500000p+2,,,,,
426,random,0x1.aa52390c80000p+2,0x1.02176a0f00000p+2,,,,,
427,random,0x1.fe36809880000p+2,0x1.390c0a8c00000p+0,,,,,
428,random,0x1.286081b140000p+3,0x1.d4ae3ed700000p+2,,,,,
429,random,0x1.4489c925c0000p+3,0x1.a3a5495400000p+0,,,,,
430,random,0x1.04b06737c0000p+3,0x1.83c6b8f300000p+2,,,,,
431,random,0x1.7fa24b7d80000p+2,0x1.4a3a921200000p+1,,,,,
432,random,0x1.4ff03cc4c0000p+3,0x1.cf3e12b600000p+1,,,,,
433,random,0x1.ca387b2180000p+2,0x1.b0d60a3f00000p+2,,,,,
434,random,0x1.5f4a646d80000p+2,0x1.e2b074a600000p+1,,,,,
435,random,0x1.51699f47c0000p+3,0x1.c93fd46d00000p+2,,,,,
436,random,0x1.349e80c0c0000p+3,0x1.0b216f0b00000p+2,,,,,
437,random,0x1.d46abe4480000p+2,0x1.20d92b5a00000p+1,,,,,
438,random,0x1.6701f4ba80000p+2,0x1.dc7268ae00000p+1,,,,,
439,random,0x1.553e91cac0000p+3,0x1.a7d47ce400000p+0,,,,,
440,random,0x1.1f2d86f500000p+1,0x1.09b4805500000p+2,,,,,
441,random,0x1.b7ae341600000p+0,0x1.d3987fd200000p+1,,,,,
442,random,0x1.963b43ce00000p+0,0x1.af0d971600000p+1,,,,,
443,random,0x1.72e5c4e7c0000p+3,0x1.3066075c00000p+0,,,,,
444,random,0x1.4bcffac040000p+3,0x1.db82d5df00000p+2,,,,,
445,random,0x1.4cbeda0b80000p+2,0x1.fb9ecbae00000p+1,,,,,
446,random,0x1.1c1d04e080000p+2,0x1.e32ee7ba00000p+1,,,,,
447,random,0x1.a15a3f1b00000p+1,0x1.d089cf8200000p+1,,,,,
448,random,0x1.472f2dbf80000p+2,0x1.c015a57f00000p+2,,,,,
449,random,0x1.b596da9b00000p+1,0x1.a3cc4aa800000p-1,,,,,
450,random,0x1.4d799e4c80000p+2,0x1.459226b700000p+2,,,,,
451,random,0x1.14be8bbf80000p+2,0x1.3331c36300000p+2,,,,,
452,random,0x1.3b41a78780000p+2,0x1.a48ea78d00000p+2,,,,,
453,random,0x1.9446acdb80000p+2,0x1.8edd61bd00000p+2,,,,,
454,random,0x1.0d58fe1c00000p-1,0x1.4773639000000p-2,,,,,
455,random,0x1.aaee99ed80000p+2,0x1.163765d200000p+1,,,,,
456,random,0x1.24968bfac0000p+3,0x1.cf1a1f7100000p+2,,,,,
457,random,0x1.9a46612d80000p+2,0x1.eec11b0300000p+2,,,,,
458,random,0x1.6da02ab940000p+3,0x1.4e79dc2c00000p+0,,,,,
459,random,0x1.932a0a6b80000p+2,0x1.e9c0447500000p+2,,,,,
460,random,0x1.544b767480000p+2,0x1.933e36c400000p+0,,,,,
461,random,0x1.224618dec0000p+3,0x1.2f92fae900000p+2,,,,,
462,random,0x1.4ee9fb5140000p+3,0x1.b7c3e43900000p+2,,,,,
463,random,0x1.2fbbc14a80000p+2,0x1.3b8dde5300000p+2,,,,,
464,random,0x1.5fe5bcd800000p-2,0x1.f52bc4f000000p-2,,,,,
465,random,0x1.7be3cd4d00000p+1,0x1.acc542dc00000p+0,,,,,
466,random,0x1.2b7e9a6000000p-4,0x1.029bae6000000p-3,,,,,
467,random,0x1.cb4094b680000p+2,0x1.4d24b32300000p+2,,,,,
468,random,0x1.5a7a772980000p+2,0x1.b290075d00000p+2,,,,,
469,random,0x1.1a8f10df80000p+2,0x1.bdd3f12900000p+2,,,,,
470,random,0x1.ee987f0580000p+2,0x1.69ad4bd500000p+2,,,,,
471,random,0x1.46d06c0240000p+3,0x1.3bb3cb5f00000p+2,,,,,
472,random,0x1.f09675b480000p+2,0x1.44281e4700000p+2,,,,,
473,random,0x1.2dc68e5500000p+1,0x1.3e68d45b00000p+2,,,,,
474,random,0x1.b195cde180000p+2,0x1.88427ee700000p+2,,,,,
475,random,0x1.a1875d8700000p+1,0x1.c8ffaaed00000p+2,,,,,
476,random,0x1.69633fadc0000p+3,0x1.a4c7b85c00000p+0,,,,,
477,random,0x1.51a74ecf00000p+1,0x1.8abf5f3900000p+2,,,,,
478,random,0x1.7497355f40000p+3,0x1.8dbaeffe00000p+1,,,,,
479,random,0x1.e68b449480000p+2,0x1.6b83e3d600000p+1,,,,,
480,random,0x1.5be50e6100000p+1,0x1.a47f23c100000p+2,,,,,
481,random,0x1.0f72807d40000p+3,0x1.9b19271400000p+0,,,,,
482,random,0x1.c15c597e00000p+0,0x1.ee3d9a7300000p+2,,,,,
483,random,0x1.0eafcadcc0000p+3,0x1.a2f96c8400000p+0,,,,,
484,random,0x1.7bac521b00000p+1,0x1.8698830a00000p+1,,,,,
485,random,0x1.2e14f53900000p+1,0x1.793a74b500000p+2,,,,,
486,random,0x1.18a8891740000p+3,0x1.847df20000000p-7,,,,,
487,random,0x1.75f65225c0000p+3,0x1.2e478a5e00000p+1,,,,,
488,random,0x1.5bc9ec2000000p-4,0x1.4472725400000p+0,,,,,
489,random,0x1.d99a533100000p+1,0x1.1a18c06600000p+1,,,,,
490,random,0x1.7e64abfe80000p+2,0x1.47ecfadb00000p+2,,,,,
491,random,0x1.d9ab64a200000p+0,0x1.b63b4aba00000p+1,,,,,
492,random,0x1.289512d7c0000p+3,0x1.6b0b485d00000p+2,,,,,
493,random,0x1.9827777f00000p+1,0x1.a626aeca00000p+1,,,,,
494,random,0x1.2bd865ed80000p+2,0x1.073550c000000p-4,,,,,
495,random,0x1.6aa90f0300000p+1,0x1.6ccd28a300000p+2,,,,,
496,random,0x1.aaf2724000000p-5,0x1.623b56c200000p+1,,,,,
497,random,0x1.c95c3cac80000p+2,0x1.16f8d66b00000p+2,,,,,
498,random,0x1.7f14f09500000p+1,0x1.e9cf567e00000p+1,,,,,
499,random,0x1.c5c9bda080000p+2,0x1.9b44ac5000000p-2,,,,,
500,random,0x1.ae0f7db280000p+2,0x1.7bcfcb6000000p-3,,,,,
501,random,0x1.5ebea75680000p+2,0x1.a9d4b0e900000p+2,,,,,
502,random,0x1.3a560bb940000p+3,0x1.ce65817b00000p+2,,,,,
503,random,0x1.446325dc40000p+3,0x1.07f1e1c800000p-1,,,,,
504,random,0x1.0dfaadef80000p+2,0x1.705311aa00000p+1,,,,,
505,random,0x1.6a88d61100000p+1,0x1.1790ab1200000p+1,,,,,
506,random,0x1.69754b4c40000p+3,0x1.766588a800000p-1,,,,,
507,random,0x1.73c11c2fc0000p+3,0x1.457ce10700000p+2,,,,,
508,random,0x1.951e794580000p+2,0x1.44791ded00000p+2,,,,,
509,random,0x1.49bbe0fb80000p+2,0x1.9018a5d500000p+2,,,,,
510,random,0x1.0c081302c0000p+3,0x1.3bc08c0e00000p+1,,,,,
511,random,0x1.2837ce0dc0000p+3,0x1.e6e37e0600000p+1,,,,,
512,random,0x1.07a619f380000p+2,0x1.0a09c15d00000p+2,,,,,
513,random,0x1.2d0b7f0f80000p+2,0x1.bab7043600000p+1,,,,,
514,random,0x1.408cc4fb80000p+2,0x1.02176b6600000p+1,,,,,
515,random,0x1.8bdc5a9180000p+2,0x1.80ea209100000p+2,,,,,
516,random,0x1.07cfe96bc0000p+3,0x1.195567d800000p-1,,,,,
517,random,0x1.119c19e3c0000p+3,0x1.1cd619e500000p+2,,,,,
518,random,0x1.64cd2c0940000p+3,0x1.0d58078400000p+0,,,,,
519,random,0x1.0d3ba39940000p+3,0x1.da14f3d000000p-2,,,,,
520,random,0x1.4b15745f40000p+3,0x1.14fee41300000p+2,,,,,
521,random,0x1.f11078ea00000p+0,0x1.e15b0a6d00000p+2,,,,,
522,random,0x1.c8b826d680000p+2,0x1.8f2729d000000p-2,,,,,
523,random,0x1.9139957880000p+2,0x1.d38025a200000p+1,,,,,
524,random,0x1.536b591e80000p+2,0x1.ba30bc4900000p+2,,,,,
525,random,0x1.e49eb47380000p+2,0x1.4453a6a400000p+0,,,,,
526,random,0x1.7215d34c00000p-1,0x1.08031ddd00000p+2,,,,,
527,random,0x1.6cadd37e80000p+2,0x1.d65ad8bf00000p+2,,,,,
528,random,0x1.2a2fa10880000p+2,0x1.92ad402f00000p+2,,,,,
529,random,0x1.bf598d7480000p+2,0x1.ce64b45800000p-1,,,,,
530,random,0x1.77a646e140000p+3,0x1.d9d9c38700000p+2,,,,,
531,random,0x1.7f7ff729c0000p+3,0x1.e380d41300000p+2,,,,,
532,random,0x1.1a7eb3a0c0000p+3,0x1.1f4dcb0800000p-1,,,,,
533,random,0x1.d458a0d780000p+2,0x1.44e693ff00000p+2,,,,,
534,random,0x1.04f720ad80000p+2,0x1.bfe34e8d00000p+2,,,,,
535,random,0x1.6fb5f544c0000p+3,0x1.63ce565200000p+1,,,,,
536,random,0x1.351d33a840000p+3,0x1.a23f8ed700000p+2,,,,,
537,random,0x1.1c01936840000p+3,0x1.1c95bc3400000p+0,,,,,
538,random,0x1.6ca5f19ac0000p+3,0x1.2689085400000p+0,,,,,
539,random,0x1.bb050eac80000p+2,0x1.f870e8b000000p-2,,,,,
540,random,0x1.0f9f2e2bc0000p+3,0x1.b4d7e01700000p+2,,,,,
541,random,0x1.0f86604f80000p+2,0x1.c0fabcfb00000p+2,,,,,
542,random,0x1.91d4a2e480000p+2,0x1.6f0a097d00000p+2,,,,,
543,random,0x1.c645615200000p+0,0x1.869d9a7600000p+1,,,,,
544,random,0x1.10f6382f00000p+1,0x1.f57cb41200000p+1,,,,,
545,random,0x1.21a505d200000p+0,0x1.1b5b4a8000000p-5,,,,,
546,random,0x1.96807f0980000p+2,0x1.b34b655900000p+2,,,,,
547,random,0x1.482a71dec0000p+3,0x1.0558bfb800000p-1,,,,,
548,random,0x1.9d1d381380000p+2,0x1.76fea1d900000p+2,,,,,
549,random,0x1.5e93ec1940000p+3,0x1.aa699d0900000p+2,,,,,
550,random,0x1.26dd86bf00000p+1,0x1.f5b4a7eb00000p+2,,,,,
551,random,0x1.dfe2bf6700000p+1,0x1.bc9888b800000p-1,,,,,
552,random,0x1.5e91f2e080000p+2,0x1.f354d9db00000p+2,,,,,
553,random,0x1.745442b940000p+3,0x1.70c65eb200000p+1,,,,,
554,random,0x1.3a3f2bc540000p+3,0x1.9936f10900000p+2,,,,,
555,random,0x1.6b5c6d7d40000p+3,0x1.154285d600000p+1,,,,,
556,random,0x1.83726bc880000p+2,0x1.cbbb75d000000p-2,,,,,
557,random,0x1.c51e794e80000p+2,0x1.5acb032200000p+1,,,,,
558,random,0x1.64e7eb3cc0000p+3,0x1.da50eac700000p+2,,,,,
559,random,0x1.99aa71a300000p+1,0x1.765f3f1900000p+2,,,,,
560,random,0x1.0af5641fc0000p+3,0x1.fc8038ec00000p+0,,,,,
561,random,0x1.0f4a426fc0000p+3,0x1.8c689b8b00000p+2,,,,,
562,random,0x1.564b1a0d00000p+1,0x1.5a5766ac00000p+0,,,,,
563,random,0x1.62bef40700000p+1,0x1.ff238e8300000p+2,,,,,
564,random,0x1.580514d980000p+2,0x1.ff3e0f2400000p+0,,,,,
565,random,0x1.5a6571cdc0000p+3,0x1.ead43b6c00000p+0,,,,,
566,random,0x1.d2ede9c000000p-5,0x1.406f4cb900000p+2,,,,,
567,random,0x1.99f266ed00000p+1,0x1.fca7a4f000000p-2,,,,,
568,random,0x1.d9f1b25480000p+2,0x1.e42a09c600000p+1,,,,,
569,random,0x1.e29fc65200000p+0,0x1.23e29f3800000p-1,,,,,
570,random,0x1.01a35b2f00000p+1,0x1.690da5f400000p+0,,,,,
571,random,0x1.0670ab4d80000p+2,0x1.330a812d00000p+2,,,,,
572,random,0x1.3aefa94e40000p+3,0x1.b7ab447200000p+1,,,,,
573,random,0x1.ebe4f94f00000p+1,0x1.a1d4ca5200000p+1,,,,,
574,random,0x1.e4df603400000p-1,0x1.7410524400000p+0,,,,,
575,random,0x1.088020efc0000p+3,0x1.dba44ccc00000p+0,,,,,
576,random,0x1.6684ffbb40000p+3,0x1.94d205ff00000p+2,,,,,
577,random,0x1.f5789c4080000p+2,0x1.ca50d9de00000p+1,,,,,
578,random,0x1.e322d46180000p+2,0x1.7223f87000000p-2,,,,,
579,random,0x1.24746f6cc0000p+3,0x1.23e5b43200000p+1,,,,,
580,random,0x1.2ced2df9c0000p+3,0x1.77d742e000000p-3,,,,,
581,random,0x1.d0d57f1800000p-2,0x1.c97594b000000p-2,,,,,
582,random,0x1.2b79d69d40000p+3,0x1.12f4343a00000p+1,,,,,
583,random,0x1.33b592e000000p-4,0x1.7f79c6d500000p+2,,,,,
584,random,0x1.554b27b740000p+3,0x1.4fc81a5d00000p+2,,,,,
585,random,0x1.4edb406a00000p+0,0x1.a13040a300000p+2,,,,,
586,random,0x1.357e6fbf40000p+3,0x1.e8154ff900000p+2,,,,,
587,random,0x1.3f62c567c0000p+3,0x1.5a64dc1800000p-1,,,,,
588,random,0x1.810e934200000p+0,0x1.559eadbb00000p+2,,,,,
589,random,0x1.0a3b188b40000p+3,0x1.ef54b78c00000p+0,,,,,
590,random,0x1.5b48a69c00000p-1,0x1.901ca02500000p+2,,,,,
591,random,0x1.09c7b8c9c0000p+3,0x1.65fbd6be00000p+1,,,,,
592,random,0x1.050f401e80000p+2,0x1.0efcf15d00000p+2,,,,,
593,random,0x1.2b0d9e9340000p+3,0x1.f9a4d56b00000p+2,,,,,
594,random,0x1.2259b3ccc0000p+3,0x1.f0a24ecc00000p+0,,,,,
595,random,0x1.bb26035300000p+1,0x1.f21e9ea200000p+1,,,,,
596,random,0x1.7636ac5b80000p+2,0x1.fb2b242200000p+1,,,,,
597,random,0x1.169ceb6900000p+1,0x1.852a48a300000p+2,,,,,
598,random,0x1.e0682f2480000p+2,0x1.1848bea700000p+2,,,,,
599,random,0x1.9c90718280000p+2,0x1.bdbb8c4400000p+0,,,,,
600,random,0x1.bba20b1100000p+1,0x1.d0b509f600000p+1,,,,,
601,random,0x1.13011f5cc0000p+3,0x1.7eaf330500000p+2,,,,,
602,random,0x1.dfb99fd280000p+2,0x1.5e5ffa0300000p+2,,,,,
603,random,0x1.51f8135780000p+2,0x1.e22e187900000p+2,,,,,
604,random,0x1.161364a4c0000p+3,0x1.8cfa5c2e00000p+1,,,,,
605,random,0x1.3c339cb540000p+3,0x1.914b3d8200000p+1,,,,,
606,random,0x1.1649209d00000p+1,0x1.f0150f2500000p+2,,,,,
607,random,0x1.f3f526a180000p+2,0x1.f536def100000p+2,,,,,
608,random,0x1.cfb9ab6a80000p+2,0x1.ef50a2c900000p+2,,,,,
609,random,0x1.fead2a7480000p+2,0x1.080e479800000p-1,,,,,
610,random,0x1.148ccb7640000p+3,0x1.bdf96ee000000p-3,,,,,
611,random,0x1.6ceae89040000p+3,0x1.673e2c9600000p+1,,,,,
612,random,0x1.5de8f6c400000p-1,0x1.ff1eba8200000p+1,,,,,
613,random,0x1.58a9682080000p+2,0x1.40efc83000000p-2,,,,,
614,random,0x1.6e5f703cc0000p+3,0x1.3722865100000p+2,,,,,
615,random,0x1.0a34a08240000p+3,0x1.a0f04a6d00000p+2,,,,,
616,random,0x1.0e14e10400000p-1,0x1.0562956000000p-3,,,,,
617,random,0x1.63bf2f3640000p+3,0x1.5c4a5a5800000p-1,,,,,
618,random,0x1.f4b9237380000p+2,0x1.10079a4500000p+2,,,,,
619,random,0x1.5a12cfaac0000p+3,0x1.e7ab1a3600000p+1,,,,,
620,random,0x1.592e415dc0000p+3,0x1.87a7571400000p+0,,,,,
621,random,0x1.d0d4838d00000p+1,0x1.0a8fd44100000p+2,,,,,
622,random,0x1.d44ff66980000p+2,0x1.268b968e00000p+1,,,,,
623,random,0x1.be87943300000p+1,0x1.a518a1a600000p+1,,,,,
624,random,0x1.48743ff9c0000p+3,0x1.1b80b8dd00000p+2,,,,,
625,random,0x1.a329b6ed00000p+1,0x1.8f82c58900000p+2,,,,,
626,random,0x1.2832b2afc0000p+3,0x1.faad3fa900000p+2,,,,,
627,random,0x1.f189dbe000000p-4,0x1.14020b1800000p-1,,,,,
628,random,0x1.4630669ac0000p+3,0x1.2887d55100000p+2,,,,,
629,random,0x1.30bbc8a400000p-1,0x1.86ae714400000p+0,,,,,
630,random,0x1.e9f7338180000p+2,0x1.8f95daf900000p+2,,,,,
631,random,0x1.ee2fa67480000p+2,0x1.344ab37e00000p+1,,,,,
632,random,0x1.5dcf2c9d80000p+2,0x1.16a9ffba00000p+1,,,,,
633,random,0x1.5c5255e2c0000p+3,0x1.c189d0db00000p+2,,,,,
634,random,0x1.0f5bc77380000p+2,0x1.59204a3600000p+1,,,,,
635,random,0x1.1fb9ba4e80000p+2,0x1.3258e64b00000p+2,,,,,
636,random,0x1.dfc76fd500000p+1,0x1.bf42ded800000p-1,,,,,
637,random,0x1.40b6d4b580000p+2,0x1.fc8f758000000p-5,,,,,
638,random,0x1.53bc921280000p+2,0x1.519c2ea900000p+2,,,,,
639,random,0x1.346de60340000p+3,0x1.b4c51c1800000p-1,,,,,
640,random,0x1.de682c2680000p+2,0x1.0b77a3b400000p+0,,,,,
641,random,0x1.c08fa74600000p+0,0x1.67f1e81800000p-1,,,,,
642,random,0x1.06a8a706c0000p+3,0x1.89854b5400000p+0,,,,,
643,random,0x1.4699495dc0000p+3,0x1.89bfedf300000p+2,,,,,
644,random,0x1.0a11d0da80000p+2,0x1.c98fa9db00000p+2,,,,,
645,random,0x1.f009527d80000p+2,0x1.99fc78c900000p+2,,,,,
646,random,0x1.8bc0f3d000000p-3,0x1.8953487400000p+0,,,,,
647,random,0x1.2f3f8e89c0000p+3,0x1.fb43e08d00000p+2,,,,,
648,random,0x1.d4b957f100000p+1,0x1.1614701a00000p+1,,,,,
649,random,0x1.8b32796280000p+2,0x1.3d666a1a00000p+1,,,,,
650,random,0x1.87e822db00000p+1,0x1.22d0b9ac00000p+0,,,,,
651,random,0x1.5166f21440000p+3,0x1.fa0ca05f00000p+2,,,,,
652,random,0x1.09abf2da40000p+3,0x1.fc20132100000p+2,,,,,
653,random,0x1.4b7d5fe140000p+3,0x1.e8ef05b900000p+2,,,,,
654,random,0x1.19c1711900000p+1,0x1.70bc498000000p-5,,,,,
655,random,0x1.71c542c880000p+2,0x1.e3231de800000p-1,,,,,
656,random,0x1.96946a4b00000p+1,0x1.d93f88e900000p+2,,,,,
657,random,0x1.6cedb00e40000p+3,0x1.70c975b900000p+2,,,,,
658,random,0x1.f5295b8580000p+2,0x1.52017e6300000p+2,,,,,
659,random,0x1.484f9a0a80000p+2,0x1.c99d9c6500000p+2,,,,,
660,random,0x1.9bfee1a600000p+0,0x1.c67bbcff00000p+2,,,,,
661,random,0x1.d8dee87f00000p+1,0x1.08ab51da00000p+1,,,,,
662,random,0x1.310b082d00000p+1,0x1.f24c5af400000p+0,,,,,
663,random,0x1.adc5718f00000p+1,0x1.4948acea00000p+1,,,,,
664,random,0x1.3282f59540000p+3,0x1.62fb6f6700000p+2,,,,,
665,random,0x1.4bdafc9540000p+3,0x1.c4d4e11900000p+2,,,,,
666,random,0x1.d97087db00000p+1,0x1.4aa6a17f00000p+2,,,,,
667,random,0x1.490bee7840000p+3,0x1.bbaaef6e00000p+1,,,,,
668,random,0x1.6eb5a2e300000p+1,0x1.07aa666500000p+2,,,,,
669,random,0x1.d4cf063780000p+2,0x1.ef28817c00000p+0,,,,,
670,random,0x1.0544d09000000p-3,0x1.122406be00000p+1,,,,,
671,random,0x1.e443a87300000p+1,0x1.0878297600000p+1,,,,,
672,random,0x1.ffa6605680000p+2,0x1.6a1208f000000p-2,,,,,
673,random,0x1.19bf27b6c0000p+3,0x1.ed302fa200000p+1,,,,,
674,random,0x1.d2cbfb8080000p+2,0x1.01e0d1e700000p+2,,,,,
675,random,0x1.40c7bf4cc0000p+3,0x1.59a593d100000p+2,,,,,
676,random,0x1.7987fe0f80000p+2,0x1.fc4e18de00000p+1,,,,,
677,random,0x1.09c1653e00000p+0,0x1.67d247bc00000p+0,,,,,
678,random,0x1.7d9aa40e40000p+3,0x1.e9aa268100000p+2,,,,,
679,random,0x1.4f2caddec0000p+3,0x1.0ed7b77600000p+1,,,,,
680,random,0x1.d7822dcf80000p+2,0x1.93fad04600000p+1,,,,,
681,random,0x1.eabe267100000p+1,0x1.eeaf51e400000p+0,,,,,
682,random,0x1.bf1086a380000p+2,0x1.9449b6ee00000p+1,,,,,
683,random,0x1.81e5e9c500000p+1,0x1.f963ee8e00000p+1,,,,,
684,random,0x1.1a1581e700000p+1,0x1.2b06e22600000p+1,,,,,
685,random,0x1.34f4cd3500000p+1,0x1.1b8b2bf400000p+0,,,,,
686,random,0x1.6e1d184f00000p+1,0x1.b8e37dac00000p+0,,,,,
687,random,0x1.14f950d240000p+3,0x1.379ee82300000p+2,,,,,
688,random,0x1.3c27785900000p+1,0x1.56fcf34d00000p+2,,,,,
689,random,0x1.759465b6c0000p+3,0x1.f852370700000p+2,,,,,
690,random,0x1.540b617b80000p+2,0x1.973d948800000p-1,,,,,
691,random,0x1.e13de80d80000p+2,0x1.dd53e2cf00000p+2,,,,,
692,random,0x1.39d643bac0000p+3,0x1.21bcf6f300000p+2,,,,,
693,random,0x1.11ef6c1480000p+2,0x1.dfedbc6800000p-1,,,,,
694,random,0x1.f81bb60580000p+2,0x1.4d03a1d600000p+1,,,,,
695,random,0x1.00ccef30c0000p+3,0x1.265e0b3000000p-2,,,,,
696,random,0x1.136db6fdc0000p+3,0x1.b8c854b000000p-2,,,,,
697,random,0x1.f34fd0d500000p+1,0x1.92d4015000000p-2,,,,,
698,random,0x1.dd4db32d80000p+2,0x1.3d15963800000p-1,,,,,
699,random,0x1.267c0167c0000p+3,0x1.8ec198ee00000p+1,,,,,
700,random,0x1.8762c15c00000p-1,0x1.9043e35600000p+1,,,,,
701,random,0x1.8342291900000p+1,0x1.6420dfa400000p+0,,,,,
702,random,0x1.52ea8614c0000p+3,0x1.8fe6901500000p+2,,,,,
703,random,0x1.a92bd60800000p-2,0x1.595dabfe00000p+1,,,,,
704,random,0x1.eac46a8b80000p+2,0x1.aa15735600000p+1,,,,,
